Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
70,7,5/12/2013,0,0,0,0,0,0
71,7,5/12/2013,0,0,0,0,0,0
72,7,5/12/2013,0,0,0,0,0,0
73,7,5/12/2013,0,0,0,0,0,0
74,7,5/12/2013,0,0,0,0,0,0
75,7,5/12/2013,0,0,0,0,0,0
76,7,5/12/2013,0,0,0,0,0,0
77,7,5/12/2013,0,0,0,0,0,0
78,7,5/12/2013,0,0,0,0,0,0
79,7,5/12/2013,0,0,0,0,0,0
80,7,5/12/2013,0,0,0,0,0,0
81,7,5/12/2013,0,0,0,0,0,0
82,7,5/12/2013,0,0,0,0,0,0
83,7,5/12/2013,0,0,0,0,0,0
84,7,5/12/2013,0,0,0,0,0,0
85,7,5/12/2013,11219,1548,1,0,0,0
86,7,5/12/2013,0,0,0,0,0,0
87,7,5/12/2013,0,0,0,0,0,0
88,7,5/12/2013,0,0,0,0,0,0
89,7,5/12/2013,0,0,0,0,0,0
90,7,5/12/2013,0,0,0,0,0,0
91,7,5/12/2013,0,0,0,0,0,0
92,7,5/12/2013,0,0,0,0,0,0
93,7,5/12/2013,0,0,0,0,0,0
94,7,5/12/2013,0,0,0,0,0,0
95,7,5/12/2013,0,0,0,0,0,0
96,7,5/12/2013,0,0,0,0,0,0
97,7,5/12/2013,0,0,0,0,0,0
98,7,5/12/2013,0,0,0,0,0,0
99,7,5/12/2013,0,0,0,0,0,0
100,7,5/12/2013,0,0,0,0,0,0
1,6,5/11/2013,5064,640,1,0,0,0
2,6,5/11/2013,2702,367,1,0,0,0
3,6,5/11/2013,6103,847,1,0,0,0
4,6,5/11/2013,10399,1461,1,0,0,0
5,6,5/11/2013,1788,234,1,0,0,0
6,6,5/11/2013,4094,467,1,0,0,0
7,6,5/11/2013,6153,729,1,0,0,0
8,6,5/11/2013,2552,320,1,0,0,0
9,6,5/11/2013,5021,490,1,0,0,0
10,6,5/11/2013,4506,496,1,0,0,0
11,6,5/11/2013,6488,936,1,0,0,0
12,6,5/11/2013,5994,795,1,0,0,0
13,6,5/11/2013,4930,439,1,0,0,0
14,6,5/11/2013,3072,389,1,0,0,0
15,6,5/11/2013,5570,599,1,0,0,0
16,6,5/11/2013,5586,594,1,0,0,0
17,6,5/11/2013,2750,381,1,0,0,0
18,6,5/11/2013,3997,486,1,0,0,0
19,6,5/11/2013,4090,394,1,0,0,0
20,6,5/11/2013,5235,479,1,0,0,0
21,6,5/11/2013,4908,522,1,0,0,0
22,6,5/11/2013,4098,480,1,0,0,0
23,6,5/11/2013,4923,448,1,0,0,0
24,6,5/11/2013,8358,802,1,0,0,0
25,6,5/11/2013,12698,1810,1,0,0,0
26,6,5/11/2013,6016,544,1,0,0,0
27,6,5/11/2013,7621,956,1,0,0,0
28,6,5/11/2013,2569,314,1,0,0,0
29,6,5/11/2013,7242,686,1,0,0,0
30,6,5/11/2013,6558,1080,1,0,0,0
31,6,5/11/2013,5717,652,1,0,0,0
32,6,5/11/2013,2394,309,1,0,0,0
33,6,5/11/2013,10357,1048,1,0,0,0
34,6,5/11/2013,7511,944,1,0,0,0
35,6,5/11/2013,7278,648,1,0,0,0
36,6,5/11/2013,10095,1167,1,0,0,0
37,6,5/11/2013,8233,986,1,0,0,0
38,6,5/11/2013,5857,594,1,0,0,0
39,6,5/11/2013,3174,469,1,0,0,0
40,6,5/11/2013,6463,846,1,0,0,0
41,6,5/11/2013,4833,408,1,0,0,0
42,6,5/11/2013,8201,1011,1,0,0,0
43,6,5/11/2013,5282,513,1,0,0,0
44,6,5/11/2013,3203,427,1,0,0,0
45,6,5/11/2013,6538,531,1,0,0,0
46,6,5/11/2013,5006,699,1,0,0,0
47,6,5/11/2013,4721,721,1,0,0,0
48,6,5/11/2013,3199,353,1,0,0,0
49,6,5/11/2013,6886,553,1,0,0,0
50,6,5/11/2013,4043,383,1,0,0,0
51,6,5/11/2013,8339,632,1,0,0,0
52,6,5/11/2013,8117,614,1,0,0,0
53,6,5/11/2013,3516,402,1,0,0,0
54,6,5/11/2013,9186,958,1,0,0,0
55,6,5/11/2013,2383,309,1,0,0,0
56,6,5/11/2013,7171,594,1,0,0,0
57,6,5/11/2013,8388,834,1,0,0,0
58,6,5/11/2013,5772,544,1,0,0,0
59,6,5/11/2013,2435,278,1,0,0,0
60,6,5/11/2013,4051,392,1,0,0,0
61,6,5/11/2013,4436,589,1,0,0,0
62,6,5/11/2013,4396,460,1,0,0,0
63,6,5/11/2013,7135,743,1,0,0,0
64,6,5/11/2013,9752,895,1,0,0,0
65,6,5/11/2013,2500,258,1,0,0,0
66,6,5/11/2013,6784,597,1,0,0,0
67,6,5/11/2013,5281,549,1,0,0,0
68,6,5/11/2013,7878,1314,1,0,0,0
69,6,5/11/2013,8605,1183,1,0,0,0
70,6,5/11/2013,6107,660,1,0,0,0
71,6,5/11/2013,7741,690,1,0,0,0
72,6,5/11/2013,2290,268,1,0,0,0
73,6,5/11/2013,2463,280,1,0,0,0
74,6,5/11/2013,5786,831,1,0,0,0
75,6,5/11/2013,6265,715,1,0,0,0
76,6,5/11/2013,8672,1005,1,0,0,0
77,6,5/11/2013,6998,696,1,0,0,0
78,6,5/11/2013,2555,397,1,0,0,0
79,6,5/11/2013,4503,469,1,0,0,0
80,6,5/11/2013,7704,635,1,0,0,0
81,6,5/11/2013,8727,689,1,0,0,0
82,6,5/11/2013,5729,581,1,0,0,0
83,6,5/11/2013,3409,303,1,0,0,0
84,6,5/11/2013,10513,1243,1,0,0,0
85,6,5/11/2013,5950,826,1,0,0,0
86,6,5/11/2013,3705,550,1,0,0,0
87,6,5/11/2013,3176,404,1,0,0,0
88,6,5/11/2013,1864,206,1,0,0,0
89,6,5/11/2013,4649,469,1,0,0,0
90,6,5/11/2013,7816,1051,1,0,0,0
91,6,5/11/2013,4769,582,1,0,0,0
92,6,5/11/2013,6107,612,1,0,0,0
93,6,5/11/2013,3680,457,1,0,0,0
94,6,5/11/2013,5610,552,1,0,0,0
95,6,5/11/2013,4149,495,1,0,0,0
96,6,5/11/2013,1821,199,1,0,0,0
97,6,5/11/2013,4423,494,1,0,0,0
98,6,5/11/2013,5182,507,1,0,0,0
99,6,5/11/2013,4854,502,1,0,0,0
100,6,5/11/2013,9116,846,1,0,0,0
1,5,5/10/2013,5409,644,1,0,0,0
2,5,5/10/2013,4888,636,1,0,0,1
3,5,5/10/2013,7821,909,1,0,0,0
4,5,5/10/2013,10624,1492,1,0,0,1
5,5,5/10/2013,4937,595,1,0,0,1
6,5,5/10/2013,6355,719,1,0,0,1
7,5,5/10/2013,10983,1348,1,0,0,1
8,5,5/10/2013,4974,639,1,0,0,1
9,5,5/10/2013,5966,550,1,0,0,0
10,5,5/10/2013,5945,643,1,0,0,1
11,5,5/10/2013,8830,1336,1,0,0,1
12,5,5/10/2013,7022,917,1,0,0,1
13,5,5/10/2013,5747,458,1,0,0,0
14,5,5/10/2013,6314,767,1,0,0,0
15,5,5/10/2013,7063,747,1,0,0,1
16,5,5/10/2013,8009,910,1,0,0,0
17,5,5/10/2013,7012,984,1,0,0,1
18,5,5/10/2013,7026,886,1,0,0,1
19,5,5/10/2013,6965,689,1,0,0,0
20,5,5/10/2013,6297,700,1,0,0,0
21,5,5/10/2013,5384,560,1,0,0,0
22,5,5/10/2013,5250,591,1,0,0,0
23,5,5/10/2013,6759,661,1,0,0,0
24,5,5/10/2013,10302,988,1,0,0,0
25,5,5/10/2013,16584,2200,1,0,0,0
26,5,5/10/2013,7663,689,1,0,0,1
27,5,5/10/2013,10581,1263,1,0,0,0
28,5,5/10/2013,5860,715,1,0,0,1
29,5,5/10/2013,6579,647,1,0,0,0
30,5,5/10/2013,6511,953,1,0,0,0
31,5,5/10/2013,6460,688,1,0,0,1
32,5,5/10/2013,4108,515,1,0,0,0
33,5,5/10/2013,9787,1010,1,0,0,0
34,5,5/10/2013,8547,1134,1,0,0,1
35,5,5/10/2013,9434,777,1,0,0,0
36,5,5/10/2013,11149,1304,1,0,0,0
37,5,5/10/2013,9693,1072,1,0,0,1
38,5,5/10/2013,6139,590,1,0,0,0
39,5,5/10/2013,4804,686,1,0,0,0
40,5,5/10/2013,6733,907,1,0,0,0
41,5,5/10/2013,5179,415,1,0,0,0
42,5,5/10/2013,10886,1272,1,0,0,0
43,5,5/10/2013,7843,741,1,0,0,0
44,5,5/10/2013,5719,694,1,0,0,1
45,5,5/10/2013,5381,461,1,0,0,0
46,5,5/10/2013,5571,727,1,0,0,0
47,5,5/10/2013,5913,843,1,0,0,1
48,5,5/10/2013,4817,555,1,0,0,1
49,5,5/10/2013,8172,600,1,0,0,0
50,5,5/10/2013,4724,410,1,0,0,0
51,5,5/10/2013,7904,598,1,0,0,0
52,5,5/10/2013,9628,716,1,0,0,0
53,5,5/10/2013,5605,673,1,0,0,1
54,5,5/10/2013,11529,1102,1,0,0,1
55,5,5/10/2013,3678,478,1,0,0,1
56,5,5/10/2013,7255,572,1,0,0,0
57,5,5/10/2013,13003,1228,1,0,0,1
58,5,5/10/2013,6356,541,1,0,0,0
59,5,5/10/2013,6029,644,1,0,0,1
60,5,5/10/2013,7225,673,1,0,0,1
61,5,5/10/2013,5115,645,1,0,0,0
62,5,5/10/2013,7184,821,1,0,0,0
63,5,5/10/2013,6918,745,1,0,0,1
64,5,5/10/2013,10880,913,1,0,0,0
65,5,5/10/2013,5718,557,1,0,0,1
66,5,5/10/2013,7745,687,1,0,0,0
67,5,5/10/2013,7907,877,1,0,0,0
68,5,5/10/2013,10269,1510,1,0,0,1
69,5,5/10/2013,12992,1635,1,0,0,0
70,5,5/10/2013,7050,807,1,0,0,1
71,5,5/10/2013,10754,951,1,0,0,0
72,5,5/10/2013,4505,534,1,0,0,0
73,5,5/10/2013,3959,494,1,0,0,1
74,5,5/10/2013,6935,964,1,0,0,0
75,5,5/10/2013,7046,779,1,0,0,1
76,5,5/10/2013,11182,1186,1,0,0,0
77,5,5/10/2013,7126,743,1,0,0,0
78,5,5/10/2013,3824,532,1,0,0,1
79,5,5/10/2013,5635,563,1,0,0,0
80,5,5/10/2013,7988,612,1,0,0,0
81,5,5/10/2013,6589,553,1,0,0,0
82,5,5/10/2013,10301,1018,1,0,0,0
83,5,5/10/2013,4252,431,1,0,0,0
84,5,5/10/2013,14078,1569,1,0,0,0
85,5,5/10/2013,6306,914,1,0,0,1
86,5,5/10/2013,4626,657,1,0,0,0
87,5,5/10/2013,5642,743,1,0,0,1
88,5,5/10/2013,6488,764,1,0,0,1
89,5,5/10/2013,6366,655,1,0,0,0
90,5,5/10/2013,9444,1260,1,0,0,0
91,5,5/10/2013,5986,739,1,0,0,0
92,5,5/10/2013,6345,667,1,0,0,0
93,5,5/10/2013,7152,857,1,0,0,0
94,5,5/10/2013,7778,719,1,0,0,0
95,5,5/10/2013,8305,938,1,0,0,1
96,5,5/10/2013,4747,576,1,0,0,1
97,5,5/10/2013,8269,888,1,0,0,1
98,5,5/10/2013,5140,487,1,0,0,0
99,5,5/10/2013,4675,465,1,0,0,0
100,5,5/10/2013,9520,811,1,0,0,0
1,4,5/9/2013,0,0,0,0,a,0
2,4,5/9/2013,0,0,0,0,a,0
3,4,5/9/2013,0,0,0,0,a,0
4,4,5/9/2013,0,0,0,0,a,0
5,4,5/9/2013,0,0,0,0,a,0
6,4,5/9/2013,0,0,0,0,a,0
7,4,5/9/2013,0,0,0,0,a,0
8,4,5/9/2013,0,0,0,0,a,0
9,4,5/9/2013,0,0,0,0,a,0
10,4,5/9/2013,0,0,0,0,a,0
11,4,5/9/2013,0,0,0,0,a,0
12,4,5/9/2013,0,0,0,0,a,0
13,4,5/9/2013,0,0,0,0,a,0
14,4,5/9/2013,0,0,0,0,a,0
15,4,5/9/2013,0,0,0,0,a,0
16,4,5/9/2013,0,0,0,0,a,0
17,4,5/9/2013,0,0,0,0,a,0
18,4,5/9/2013,0,0,0,0,a,0
19,4,5/9/2013,0,0,0,0,a,0
20,4,5/9/2013,0,0,0,0,a,0
21,4,5/9/2013,0,0,0,0,a,0
22,4,5/9/2013,0,0,0,0,a,0
23,4,5/9/2013,0,0,0,0,a,0
24,4,5/9/2013,0,0,0,0,a,0
25,4,5/9/2013,0,0,0,0,a,0
26,4,5/9/2013,0,0,0,0,a,0
27,4,5/9/2013,0,0,0,0,a,0
28,4,5/9/2013,0,0,0,0,a,0
29,4,5/9/2013,0,0,0,0,a,0
30,4,5/9/2013,0,0,0,0,a,0
31,4,5/9/2013,0,0,0,0,a,0
32,4,5/9/2013,0,0,0,0,a,0
33,4,5/9/2013,0,0,0,0,a,0
34,4,5/9/2013,0,0,0,0,a,0
35,4,5/9/2013,0,0,0,0,a,0
36,4,5/9/2013,0,0,0,0,a,0
37,4,5/9/2013,0,0,0,0,a,0
38,4,5/9/2013,0,0,0,0,a,0
39,4,5/9/2013,0,0,0,0,a,0
40,4,5/9/2013,0,0,0,0,a,0
41,4,5/9/2013,0,0,0,0,a,0
42,4,5/9/2013,0,0,0,0,a,0
43,4,5/9/2013,0,0,0,0,a,0
44,4,5/9/2013,0,0,0,0,a,0
45,4,5/9/2013,0,0,0,0,a,0
46,4,5/9/2013,0,0,0,0,a,0
47,4,5/9/2013,0,0,0,0,a,1
48,4,5/9/2013,0,0,0,0,a,1
49,4,5/9/2013,0,0,0,0,a,0
50,4,5/9/2013,0,0,0,0,a,0
51,4,5/9/2013,0,0,0,0,a,0
52,4,5/9/2013,0,0,0,0,a,0
53,4,5/9/2013,0,0,0,0,a,0
54,4,5/9/2013,0,0,0,0,a,0
55,4,5/9/2013,0,0,0,0,a,0
56,4,5/9/2013,0,0,0,0,a,0
57,4,5/9/2013,0,0,0,0,a,0
58,4,5/9/2013,0,0,0,0,a,0
59,4,5/9/2013,0,0,0,0,a,0
60,4,5/9/2013,0,0,0,0,a,0
61,4,5/9/2013,0,0,0,0,a,0
62,4,5/9/2013,0,0,0,0,a,0
63,4,5/9/2013,0,0,0,0,a,0
64,4,5/9/2013,0,0,0,0,a,0
65,4,5/9/2013,0,0,0,0,a,0
66,4,5/9/2013,0,0,0,0,a,0
67,4,5/9/2013,0,0,0,0,a,0
68,4,5/9/2013,0,0,0,0,a,0
69,4,5/9/2013,0,0,0,0,a,0
70,4,5/9/2013,0,0,0,0,a,0
71,4,5/9/2013,0,0,0,0,a,0
72,4,5/9/2013,0,0,0,0,a,0
73,4,5/9/2013,0,0,0,0,a,0
74,4,5/9/2013,0,0,0,0,a,0
75,4,5/9/2013,0,0,0,0,a,0
76,4,5/9/2013,0,0,0,0,a,0
77,4,5/9/2013,0,0,0,0,a,0
78,4,5/9/2013,0,0,0,0,a,0
79,4,5/9/2013,0,0,0,0,a,0
80,4,5/9/2013,0,0,0,0,a,0
81,4,5/9/2013,0,0,0,0,a,0
82,4,5/9/2013,0,0,0,0,a,0
83,4,5/9/2013,0,0,0,0,a,0
84,4,5/9/2013,0,0,0,0,a,0
85,4,5/9/2013,11502,1574,1,0,a,0
86,4,5/9/2013,0,0,0,0,a,0
87,4,5/9/2013,0,0,0,0,a,0
88,4,5/9/2013,0,0,0,0,a,0
89,4,5/9/2013,0,0,0,0,a,0
90,4,5/9/2013,0,0,0,0,a,0
91,4,5/9/2013,0,0,0,0,a,0
92,4,5/9/2013,0,0,0,0,a,0
93,4,5/9/2013,0,0,0,0,a,0
94,4,5/9/2013,0,0,0,0,a,0
95,4,5/9/2013,0,0,0,0,a,0
96,4,5/9/2013,0,0,0,0,a,0
97,4,5/9/2013,0,0,0,0,a,0
98,4,5/9/2013,0,0,0,0,a,0
99,4,5/9/2013,0,0,0,0,a,0
100,4,5/9/2013,0,0,0,0,a,0
1,3,5/8/2013,5230,631,1,0,0,0
2,3,5/8/2013,5605,752,1,0,0,0
3,3,5/8/2013,6866,838,1,0,0,0
4,3,5/8/2013,9078,1316,1,0,0,0
5,3,5/8/2013,4680,647,1,0,0,0
6,3,5/8/2013,7143,897,1,0,0,0
7,3,5/8/2013,8250,1035,1,0,0,0
8,3,5/8/2013,4797,618,1,0,0,0
9,3,5/8/2013,5972,560,1,0,0,0
10,3,5/8/2013,5469,666,1,0,0,0
11,3,5/8/2013,7889,1290,1,0,0,0
12,3,5/8/2013,6387,910,1,0,0,0
13,3,5/8/2013,4206,362,1,0,0,0
14,3,5/8/2013,5734,675,1,0,0,0
15,3,5/8/2013,6816,748,1,0,0,0
16,3,5/8/2013,7495,936,1,0,0,0
17,3,5/8/2013,5901,840,1,0,0,0
18,3,5/8/2013,6979,812,1,0,0,0
19,3,5/8/2013,6627,708,1,0,0,0
20,3,5/8/2013,8000,953,1,0,0,0
21,3,5/8/2013,4267,500,1,0,0,0
22,3,5/8/2013,3827,560,1,0,0,0
23,3,5/8/2013,5968,592,1,0,0,0
24,3,5/8/2013,10366,1031,1,0,0,0
25,3,5/8/2013,14659,2134,1,0,0,0
26,3,5/8/2013,6335,552,1,0,0,0
27,3,5/8/2013,8509,1166,1,0,0,0
28,3,5/8/2013,5633,684,1,0,0,0
29,3,5/8/2013,6438,630,1,0,0,0
30,3,5/8/2013,5598,893,1,0,0,0
31,3,5/8/2013,6423,711,1,0,0,0
32,3,5/8/2013,4412,560,1,0,0,0
33,3,5/8/2013,9837,1022,1,0,0,0
34,3,5/8/2013,6872,968,1,0,0,0
35,3,5/8/2013,8622,769,1,0,0,0
36,3,5/8/2013,8940,1188,1,0,0,0
37,3,5/8/2013,7652,796,1,0,0,0
38,3,5/8/2013,5625,526,1,0,0,0
39,3,5/8/2013,4785,666,1,0,0,0
40,3,5/8/2013,5083,728,1,0,0,0
41,3,5/8/2013,5308,414,1,0,0,0
42,3,5/8/2013,10558,1293,1,0,0,0
43,3,5/8/2013,7675,740,1,0,0,0
44,3,5/8/2013,5326,649,1,0,0,0
45,3,5/8/2013,6443,512,1,0,0,0
46,3,5/8/2013,4698,656,1,0,0,0
47,3,5/8/2013,6467,955,1,0,0,1
48,3,5/8/2013,4807,540,1,0,0,1
49,3,5/8/2013,7792,610,1,0,0,0
50,3,5/8/2013,3985,370,1,0,0,0
51,3,5/8/2013,6584,596,1,0,0,0
52,3,5/8/2013,8507,650,1,0,0,0
53,3,5/8/2013,5565,695,1,0,0,0
54,3,5/8/2013,7421,743,1,0,0,0
55,3,5/8/2013,3724,523,1,0,0,0
56,3,5/8/2013,7069,528,1,0,0,0
57,3,5/8/2013,10980,1144,1,0,0,0
58,3,5/8/2013,5597,523,1,0,0,0
59,3,5/8/2013,6231,696,1,0,0,0
60,3,5/8/2013,7377,735,1,0,0,0
61,3,5/8/2013,3285,455,1,0,0,0
62,3,5/8/2013,6565,775,1,0,0,0
63,3,5/8/2013,7057,756,1,0,0,0
64,3,5/8/2013,11265,914,1,0,0,0
65,3,5/8/2013,5055,526,1,0,0,0
66,3,5/8/2013,6123,594,1,0,0,0
67,3,5/8/2013,7095,796,1,0,0,0
68,3,5/8/2013,7266,1300,1,0,0,0
69,3,5/8/2013,9537,1266,1,0,0,0
70,3,5/8/2013,6806,753,1,0,0,0
71,3,5/8/2013,8868,840,1,0,0,0
72,3,5/8/2013,3829,496,1,0,0,0
73,3,5/8/2013,4076,510,1,0,0,0
74,3,5/8/2013,6872,940,1,0,0,0
75,3,5/8/2013,7479,831,1,0,0,0
76,3,5/8/2013,8994,1018,1,0,0,0
77,3,5/8/2013,6927,681,1,0,0,0
78,3,5/8/2013,3845,582,1,0,0,0
79,3,5/8/2013,6048,606,1,0,0,0
80,3,5/8/2013,7713,636,1,0,0,0
81,3,5/8/2013,6944,615,1,0,0,0
82,3,5/8/2013,9987,987,1,0,0,0
83,3,5/8/2013,3891,376,1,0,0,0
84,3,5/8/2013,13293,1584,1,0,0,0
85,3,5/8/2013,6684,1060,1,0,0,0
86,3,5/8/2013,4375,577,1,0,0,0
87,3,5/8/2013,6243,833,1,0,0,0
88,3,5/8/2013,6665,721,1,0,0,0
89,3,5/8/2013,6370,684,1,0,0,0
90,3,5/8/2013,8768,1154,1,0,0,0
91,3,5/8/2013,5004,619,1,0,0,0
92,3,5/8/2013,5625,600,1,0,0,0
93,3,5/8/2013,6497,753,1,0,0,0
94,3,5/8/2013,7038,731,1,0,0,0
95,3,5/8/2013,7204,874,1,0,0,0
96,3,5/8/2013,4521,536,1,0,0,0
97,3,5/8/2013,6702,750,1,0,0,0
98,3,5/8/2013,5087,504,1,0,0,0
99,3,5/8/2013,4379,453,1,0,0,0
100,3,5/8/2013,7799,711,1,0,0,0
1,2,5/7/2013,4624,540,1,0,0,0
2,2,5/7/2013,4131,542,1,0,0,0
3,2,5/7/2013,6048,717,1,0,0,0
4,2,5/7/2013,8175,1139,1,0,0,0
5,2,5/7/2013,3961,507,1,0,0,0
6,2,5/7/2013,6581,810,1,0,0,0
7,2,5/7/2013,8039,1024,1,0,0,0
8,2,5/7/2013,4271,573,1,0,0,0
9,2,5/7/2013,4861,476,1,0,0,0
10,2,5/7/2013,5250,602,1,0,0,0
11,2,5/7/2013,7383,1179,1,0,0,0
12,2,5/7/2013,5485,793,1,0,0,0
13,2,5/7/2013,3730,324,1,0,0,0
14,2,5/7/2013,4723,631,1,0,0,0
15,2,5/7/2013,5503,597,1,0,0,0
16,2,5/7/2013,7376,907,1,0,0,0
17,2,5/7/2013,5533,822,1,0,0,0
18,2,5/7/2013,5211,632,1,0,0,0
19,2,5/7/2013,5934,640,1,0,0,0
20,2,5/7/2013,7525,901,1,0,0,0
21,2,5/7/2013,3306,412,1,0,0,0
22,2,5/7/2013,4094,527,1,0,0,0
23,2,5/7/2013,4927,451,1,0,0,0
24,2,5/7/2013,8335,788,1,0,0,0
25,2,5/7/2013,13145,1909,1,0,0,0
26,2,5/7/2013,5737,511,1,0,0,0
27,2,5/7/2013,7882,1005,1,0,0,0
28,2,5/7/2013,4889,603,1,0,0,0
29,2,5/7/2013,5086,501,1,0,0,0
30,2,5/7/2013,5636,825,1,0,0,0
31,2,5/7/2013,4846,548,1,0,0,0
32,2,5/7/2013,3725,506,1,0,0,0
33,2,5/7/2013,8178,881,1,0,0,0
34,2,5/7/2013,7216,982,1,0,0,0
35,2,5/7/2013,6901,562,1,0,0,0
36,2,5/7/2013,8790,1065,1,0,0,0
37,2,5/7/2013,6226,734,1,0,0,0
38,2,5/7/2013,5242,480,1,0,0,0
39,2,5/7/2013,3795,560,1,0,0,0
40,2,5/7/2013,4423,682,1,0,0,0
41,2,5/7/2013,4172,312,1,0,0,0
42,2,5/7/2013,8513,1028,1,0,0,0
43,2,5/7/2013,6073,611,1,0,0,0
44,2,5/7/2013,5477,654,1,0,0,0
45,2,5/7/2013,4430,356,1,0,0,0
46,2,5/7/2013,4462,624,1,0,0,0
47,2,5/7/2013,5589,837,1,0,0,1
48,2,5/7/2013,3742,452,1,0,0,1
49,2,5/7/2013,6501,464,1,0,0,0
50,2,5/7/2013,3617,315,1,0,0,0
51,2,5/7/2013,5710,427,1,0,0,0
52,2,5/7/2013,5836,413,1,0,0,0
53,2,5/7/2013,4828,554,1,0,0,0
54,2,5/7/2013,7122,680,1,0,0,0
55,2,5/7/2013,2841,405,1,0,0,0
56,2,5/7/2013,6001,434,1,0,0,0
57,2,5/7/2013,10566,1045,1,0,0,0
58,2,5/7/2013,4670,433,1,0,0,0
59,2,5/7/2013,5195,592,1,0,0,0
60,2,5/7/2013,6336,659,1,0,0,0
61,2,5/7/2013,2944,424,1,0,0,0
62,2,5/7/2013,6821,770,1,0,0,0
63,2,5/7/2013,4682,475,1,0,0,0
64,2,5/7/2013,8659,733,1,0,0,0
65,2,5/7/2013,4061,407,1,0,0,0
66,2,5/7/2013,5497,485,1,0,0,0
67,2,5/7/2013,7499,768,1,0,0,0
68,2,5/7/2013,6427,1155,1,0,0,0
69,2,5/7/2013,9095,1196,1,0,0,0
70,2,5/7/2013,5187,662,1,0,0,0
71,2,5/7/2013,8291,720,1,0,0,0
72,2,5/7/2013,3767,485,1,0,0,0
73,2,5/7/2013,4348,526,1,0,0,0
74,2,5/7/2013,5687,833,1,0,0,0
75,2,5/7/2013,4517,549,1,0,0,0
76,2,5/7/2013,7452,821,1,0,0,0
77,2,5/7/2013,6347,615,1,0,0,0
78,2,5/7/2013,3422,485,1,0,0,0
79,2,5/7/2013,4868,586,1,0,0,0
80,2,5/7/2013,5966,497,1,0,0,0
81,2,5/7/2013,6471,551,1,0,0,0
82,2,5/7/2013,7471,768,1,0,0,0
83,2,5/7/2013,3322,333,1,0,0,0
84,2,5/7/2013,11186,1343,1,0,0,0
85,2,5/7/2013,6106,873,1,0,0,0
86,2,5/7/2013,3572,487,1,0,0,0
87,2,5/7/2013,5875,823,1,0,0,0
88,2,5/7/2013,5636,631,1,0,0,0
89,2,5/7/2013,5227,623,1,0,0,0
90,2,5/7/2013,7257,953,1,0,0,0
91,2,5/7/2013,4148,528,1,0,0,0
92,2,5/7/2013,3931,438,1,0,0,0
93,2,5/7/2013,6060,643,1,0,0,0
94,2,5/7/2013,6391,620,1,0,0,0
95,2,5/7/2013,7355,896,1,0,0,0
96,2,5/7/2013,4698,576,1,0,0,0
97,2,5/7/2013,5677,689,1,0,0,0
98,2,5/7/2013,4049,385,1,0,0,0
99,2,5/7/2013,3399,375,1,0,0,0
100,2,5/7/2013,6227,620,1,0,0,0
1,1,5/6/2013,4568,562,1,0,0,0
2,1,5/6/2013,3840,511,1,0,0,0
3,1,5/6/2013,6092,758,1,0,0,0
4,1,5/6/2013,7915,1235,1,0,0,0
5,1,5/6/2013,3895,558,1,0,0,0
6,1,5/6/2013,5918,774,1,0,0,0
7,1,5/6/2013,8820,1051,1,0,0,0
8,1,5/6/2013,5090,652,1,0,0,0
9,1,5/6/2013,5292,525,1,0,0,0
10,1,5/6/2013,5579,656,1,0,0,0
11,1,5/6/2013,7535,1150,1,0,0,0
12,1,5/6/2013,5888,829,1,0,0,0
13,1,5/6/2013,3580,307,1,0,0,0
14,1,5/6/2013,5514,688,1,0,0,0
15,1,5/6/2013,6003,661,1,0,0,0
16,1,5/6/2013,6538,862,1,0,0,0
17,1,5/6/2013,5530,856,1,0,0,0
18,1,5/6/2013,5116,629,1,0,0,0
19,1,5/6/2013,5963,676,1,0,0,0
20,1,5/6/2013,8201,934,1,0,0,0
21,1,5/6/2013,3467,379,1,0,0,0
22,1,5/6/2013,4319,523,1,0,0,0
23,1,5/6/2013,5181,478,1,0,0,0
24,1,5/6/2013,9137,868,1,0,0,0
25,1,5/6/2013,15352,2146,1,0,0,0
26,1,5/6/2013,5433,480,1,0,0,0
27,1,5/6/2013,7822,1114,1,0,0,0
28,1,5/6/2013,4841,623,1,0,0,0
29,1,5/6/2013,5375,528,1,0,0,0
30,1,5/6/2013,6057,868,1,0,0,0
31,1,5/6/2013,4762,575,1,0,0,0
32,1,5/6/2013,3953,548,1,0,0,0
33,1,5/6/2013,8919,927,1,0,0,0
34,1,5/6/2013,8277,1052,1,0,0,0
35,1,5/6/2013,7378,665,1,0,0,0
36,1,5/6/2013,8770,1134,1,0,0,0
37,1,5/6/2013,6148,707,1,0,0,0
38,1,5/6/2013,4527,436,1,0,0,0
39,1,5/6/2013,3941,566,1,0,0,0
40,1,5/6/2013,4425,639,1,0,0,0
41,1,5/6/2013,3470,315,1,0,0,0
42,1,5/6/2013,9020,1151,1,0,0,0
43,1,5/6/2013,6698,635,1,0,0,0
44,1,5/6/2013,5052,664,1,0,0,0
45,1,5/6/2013,4477,409,1,0,0,0
46,1,5/6/2013,3916,601,1,0,0,0
47,1,5/6/2013,6270,889,1,0,0,1
48,1,5/6/2013,4074,501,1,0,0,1
49,1,5/6/2013,5461,461,1,0,0,0
50,1,5/6/2013,3740,358,1,0,0,0
51,1,5/6/2013,5743,459,1,0,0,0
52,1,5/6/2013,5948,439,1,0,0,0
53,1,5/6/2013,4510,572,1,0,0,0
